Country,Timestamp,Hydro Water Reservoir,Other,Solar,Wind Onshore
SE,2021-01-01,0.0,0.0,0.0,3242.0
SE,2021-01-02,0.0,0.0,0.0,1736.0
SE,2021-01-03,0.0,0.0,0.0,8542.0
SE,2021-01-04,0.0,0.0,0.0,1923.0
SE,2021-01-05,0.0,0.0,0.0,3888.0
SE,2021-01-06,0.0,0.0,0.0,5611.0
SE,2021-01-07,0.0,0.0,0.0,1535.0
SE,2021-01-08,0.0,0.0,0.0,723.0
SE,2021-01-09,0.0,0.0,0.0,5079.0
SE,2021-01-10,0.0,0.0,0.0,11389.0
SE,2021-01-11,0.0,0.0,0.0,5491.0
SE,2021-01-12,0.0,0.0,0.0,20366.0
SE,2021-01-13,0.0,0.0,0.0,8015.0
SE,2021-01-14,0.0,0.0,0.0,3237.0
SE,2021-01-15,0.0,0.0,0.0,20493.0
SE,2021-01-16,0.0,0.0,0.0,9712.0
SE,2021-01-17,0.0,0.0,0.0,3575.0
SE,2021-01-18,0.0,0.0,0.0,1898.0
SE,2021-01-19,0.0,0.0,0.0,2604.0
SE,2021-01-20,0.0,0.0,0.0,6313.0
SE,2021-01-21,0.0,0.0,0.0,19251.0
SE,2021-01-22,0.0,0.0,0.0,23644.0
SE,2021-01-23,0.0,0.0,0.0,20463.0
SE,2021-01-24,0.0,0.0,0.0,1772.0
SE,2021-01-25,0.0,0.0,0.0,3833.0
SE,2021-01-26,0.0,0.0,0.0,6861.0
SE,2021-01-27,0.0,0.0,0.0,8930.0
SE,2021-01-28,0.0,0.0,0.0,5897.0
SE,2021-01-29,0.0,0.0,0.0,3522.0
SE,2021-01-30,0.0,0.0,0.0,14023.0
SE,2021-01-31,0.0,0.0,0.0,9792.0
SE,2021-02-01,0.0,0.0,0.0,7576.0
SE,2021-02-02,0.0,0.0,0.0,3219.0
SE,2021-02-03,0.0,0.0,0.0,14675.0
SE,2021-02-04,0.0,0.0,0.0,22531.0
SE,2021-02-05,0.0,0.0,0.0,15232.0
SE,2021-02-06,0.0,0.0,0.0,19640.0
SE,2021-02-07,0.0,0.0,0.0,18704.0
SE,2021-02-08,0.0,0.0,0.0,9387.0
SE,2021-02-09,0.0,0.0,0.0,3916.0
SE,2021-02-10,0.0,0.0,0.0,14033.0
SE,2021-02-11,0.0,0.0,0.0,15736.0
SE,2021-02-12,0.0,0.0,0.0,27213.0
SE,2021-02-13,0.0,0.0,0.0,13577.0
SE,2021-02-14,0.0,0.0,0.0,13070.0
SE,2021-02-15,0.0,0.0,0.0,17251.0
SE,2021-02-16,0.0,0.0,0.0,2678.0
SE,2021-02-17,0.0,0.0,0.0,8964.0
SE,2021-02-18,0.0,0.0,0.0,9939.0
SE,2021-02-19,0.0,0.0,0.0,3101.0
SE,2021-02-20,0.0,0.0,0.0,4405.0
SE,2021-02-21,0.0,0.0,0.0,4339.0
SE,2021-02-22,0.0,0.0,0.0,4262.0
SE,2021-02-23,0.0,0.0,0.0,5821.0
SE,2021-02-24,0.0,0.0,0.0,12607.0
SE,2021-02-25,0.0,0.0,0.0,27157.0
SE,2021-02-26,0.0,0.0,0.0,25520.0
SE,2021-02-27,0.0,0.0,0.0,20814.0
SE,2021-02-28,0.0,0.0,0.0,29287.0
SE,2021-03-01,0.0,0.0,0.0,31297.0
SE,2021-03-02,0.0,0.0,0.0,26205.0
SE,2021-03-03,0.0,0.0,0.0,23365.0
SE,2021-03-04,0.0,0.0,0.0,19073.0
SE,2021-03-05,0.0,0.0,0.0,16949.0
SE,2021-03-06,0.0,0.0,0.0,27901.0
SE,2021-03-07,0.0,0.0,0.0,29743.0
SE,2021-03-08,0.0,0.0,0.0,5761.0
SE,2021-03-09,0.0,0.0,0.0,3202.0
SE,2021-03-10,0.0,0.0,0.0,19123.0
SE,2021-03-11,0.0,0.0,0.0,24542.0
SE,2021-03-12,0.0,0.0,0.0,10424.0
SE,2021-03-13,0.0,0.0,0.0,2230.0
SE,2021-03-14,0.0,0.0,0.0,1128.0
SE,2021-03-15,0.0,0.0,0.0,1915.0
SE,2021-03-16,0.0,0.0,0.0,10669.0
SE,2021-03-17,0.0,0.0,0.0,4274.0
SE,2021-03-18,0.0,0.0,0.0,15182.0
SE,2021-03-19,0.0,0.0,0.0,18879.0
SE,2021-03-20,0.0,0.0,0.0,23693.0
SE,2021-03-21,0.0,0.0,0.0,28920.0
SE,2021-03-22,0.0,0.0,0.0,10703.0
SE,2021-03-23,0.0,0.0,0.0,27785.0
SE,2021-03-24,0.0,0.0,0.0,25830.0
SE,2021-03-25,0.0,0.0,0.0,14310.0
SE,2021-03-26,0.0,0.0,0.0,9737.0
SE,2021-03-27,0.0,0.0,0.0,19959.0
SE,2021-03-28,0.0,0.0,0.0,9642.0
SE,2021-03-29,0.0,0.0,0.0,10839.0
SE,2021-03-30,0.0,0.0,0.0,28811.0
SE,2021-03-31,0.0,0.0,0.0,24980.0
SE,2021-04-01,0.0,0.0,0.0,16671.0
SE,2021-04-02,0.0,0.0,0.0,17576.0
SE,2021-04-03,0.0,0.0,0.0,17698.0
SE,2021-04-04,0.0,0.0,0.0,26971.0
SE,2021-04-05,0.0,0.0,0.0,12314.0
SE,2021-04-06,0.0,0.0,0.0,5282.0
SE,2021-04-07,0.0,0.0,0.0,13206.0
SE,2021-04-08,0.0,0.0,0.0,4032.0
SE,2021-04-09,0.0,0.0,0.0,10982.0
SE,2021-04-10,0.0,0.0,0.0,15259.0
SE,2021-04-11,0.0,0.0,0.0,27038.0
SE,2021-04-12,0.0,0.0,0.0,5584.0
SE,2021-04-13,0.0,0.0,0.0,12443.0
SE,2021-04-14,0.0,0.0,0.0,17613.0
SE,2021-04-15,0.0,0.0,0.0,18404.0
SE,2021-04-16,0.0,0.0,0.0,4944.0
SE,2021-04-17,0.0,0.0,0.0,1950.0
SE,2021-04-18,0.0,0.0,0.0,2771.0
SE,2021-04-19,0.0,0.0,0.0,6322.0
SE,2021-04-20,0.0,0.0,0.0,13979.0
SE,2021-04-21,0.0,0.0,0.0,14345.0
SE,2021-04-22,0.0,0.0,0.0,24990.0
SE,2021-04-23,0.0,0.0,0.0,34110.0
SE,2021-04-24,0.0,0.0,0.0,35027.0
SE,2021-04-25,0.0,0.0,0.0,29983.0
SE,2021-04-26,0.0,0.0,0.0,10760.0
SE,2021-04-27,0.0,0.0,0.0,7153.0
SE,2021-04-28,0.0,0.0,0.0,3414.0
SE,2021-04-29,0.0,0.0,0.0,9324.0
SE,2021-04-30,0.0,0.0,0.0,14145.0
SE,2021-05-01,0.0,0.0,0.0,9722.0
SE,2021-05-02,0.0,0.0,0.0,3141.0
SE,2021-05-03,0.0,0.0,0.0,1705.0
SE,2021-05-04,0.0,0.0,0.0,6746.0
SE,2021-05-05,0.0,0.0,0.0,6779.0
SE,2021-05-06,0.0,0.0,0.0,7266.0
SE,2021-05-07,0.0,0.0,0.0,10771.0
SE,2021-05-08,0.0,0.0,0.0,7952.0
SE,2021-05-09,0.0,0.0,0.0,8588.0
SE,2021-05-10,0.0,0.0,0.0,5115.0
SE,2021-05-11,0.0,0.0,0.0,7413.0
SE,2021-05-12,0.0,0.0,0.0,2564.0
SE,2021-05-13,0.0,0.0,0.0,7870.0
SE,2021-05-14,0.0,0.0,0.0,20217.0
SE,2021-05-15,0.0,0.0,0.0,9981.0
SE,2021-05-16,0.0,0.0,0.0,3527.0
SE,2021-05-17,0.0,0.0,0.0,3848.0
SE,2021-05-18,0.0,0.0,0.0,12487.0
SE,2021-05-19,0.0,0.0,0.0,2918.0
SE,2021-05-20,0.0,0.0,0.0,14429.0
SE,2021-05-21,0.0,0.0,0.0,24150.0
SE,2021-05-22,0.0,0.0,0.0,22838.0
SE,2021-05-23,0.0,0.0,0.0,6742.0
SE,2021-05-24,0.0,0.0,0.0,3117.0
SE,2021-05-25,0.0,0.0,0.0,2326.0
SE,2021-05-26,0.0,0.0,0.0,6499.0
SE,2021-05-27,0.0,0.0,0.0,6370.0
SE,2021-05-28,0.0,0.0,0.0,13450.0
SE,2021-05-29,0.0,0.0,0.0,3416.0
SE,2021-05-30,0.0,0.0,0.0,8201.0
SE,2021-05-31,0.0,0.0,0.0,8841.0
SE,2021-06-01,0.0,0.0,0.0,3098.0
SE,2021-06-02,0.0,0.0,0.0,4963.0
SE,2021-06-03,0.0,0.0,0.0,9256.0
SE,2021-06-04,0.0,0.0,0.0,11748.0
SE,2021-06-05,0.0,0.0,0.0,5032.0
SE,2021-06-06,0.0,0.0,0.0,3922.0
SE,2021-06-07,0.0,0.0,0.0,2200.0
SE,2021-06-08,0.0,0.0,0.0,1536.0
SE,2021-06-09,0.0,0.0,0.0,3287.0
SE,2021-06-10,0.0,0.0,0.0,9526.0
SE,2021-06-11,0.0,0.0,0.0,24693.0
SE,2021-06-12,0.0,0.0,0.0,17173.0
SE,2021-06-13,0.0,0.0,0.0,18827.0
SE,2021-06-14,0.0,0.0,0.0,10307.0
SE,2021-06-15,0.0,0.0,0.0,20581.0
SE,2021-06-16,0.0,0.0,0.0,12885.0
SE,2021-06-17,0.0,0.0,0.0,7726.0
SE,2021-06-18,0.0,0.0,0.0,10024.0
SE,2021-06-19,0.0,0.0,0.0,6332.0
SE,2021-06-20,0.0,0.0,0.0,907.0
SE,2021-06-21,0.0,0.0,0.0,7098.0
SE,2021-06-22,0.0,0.0,0.0,5364.0
SE,2021-06-23,0.0,0.0,0.0,4309.0
SE,2021-06-24,0.0,0.0,0.0,4285.0
SE,2021-06-25,0.0,0.0,0.0,2871.0
SE,2021-06-26,0.0,0.0,0.0,2790.0
SE,2021-06-27,0.0,0.0,0.0,8518.0
SE,2021-06-28,0.0,0.0,0.0,6408.0
SE,2021-06-29,0.0,0.0,0.0,5783.0
SE,2021-06-30,0.0,0.0,0.0,6474.0
SE,2021-07-01,0.0,0.0,0.0,3512.0
SE,2021-07-02,0.0,0.0,0.0,2961.0
SE,2021-07-03,0.0,0.0,0.0,5025.0
SE,2021-07-04,0.0,0.0,0.0,9105.0
SE,2021-07-05,0.0,0.0,0.0,11126.0
SE,2021-07-06,0.0,0.0,0.0,6945.0
SE,2021-07-07,0.0,0.0,0.0,12340.0
SE,2021-07-08,0.0,0.0,0.0,11604.0
SE,2021-07-09,0.0,0.0,0.0,3590.0
SE,2021-07-10,0.0,0.0,0.0,2616.0
SE,2021-07-11,0.0,0.0,0.0,4117.0
SE,2021-07-12,0.0,0.0,0.0,9709.0
SE,2021-07-13,0.0,0.0,0.0,2771.0
SE,2021-07-14,0.0,0.0,0.0,2906.0
SE,2021-07-15,0.0,0.0,0.0,15004.0
SE,2021-07-16,0.0,0.0,0.0,19793.0
SE,2021-07-17,0.0,0.0,0.0,24283.0
SE,2021-07-18,0.0,0.0,0.0,13856.0
SE,2021-07-19,0.0,0.0,0.0,23914.0
SE,2021-07-20,0.0,0.0,0.0,25280.0
SE,2021-07-21,0.0,0.0,0.0,25956.0
SE,2021-07-22,0.0,0.0,0.0,26509.0
SE,2021-07-23,0.0,0.0,0.0,13072.0
SE,2021-07-24,0.0,0.0,0.0,8544.0
SE,2021-07-25,0.0,0.0,0.0,4697.0
SE,2021-07-26,0.0,0.0,0.0,2240.0
SE,2021-07-27,0.0,0.0,0.0,5613.0
SE,2021-07-28,0.0,0.0,0.0,2323.0
SE,2021-07-29,0.0,0.0,0.0,4412.0
SE,2021-07-30,0.0,0.0,0.0,6945.0
SE,2021-07-31,0.0,0.0,0.0,2629.0
SE,2021-08-01,0.0,0.0,0.0,5349.0
SE,2021-08-02,0.0,0.0,0.0,5010.0
SE,2021-08-03,0.0,0.0,0.0,15563.0
SE,2021-08-04,0.0,0.0,0.0,10920.0
SE,2021-08-05,0.0,0.0,0.0,4771.0
SE,2021-08-06,0.0,0.0,0.0,8902.0
SE,2021-08-07,0.0,0.0,0.0,10220.0
SE,2021-08-08,0.0,0.0,0.0,17208.0
SE,2021-08-09,0.0,0.0,0.0,4003.0
SE,2021-08-10,0.0,0.0,0.0,2553.0
SE,2021-08-11,0.0,0.0,0.0,5031.0
SE,2021-08-12,0.0,0.0,0.0,4432.0
SE,2021-08-13,0.0,0.0,0.0,1798.0
SE,2021-08-14,0.0,0.0,0.0,2027.0
SE,2021-08-15,0.0,0.0,0.0,5393.0
SE,2021-08-16,0.0,0.0,0.0,5996.0
SE,2021-08-17,0.0,0.0,0.0,4631.0
SE,2021-08-18,0.0,0.0,0.0,16841.0
SE,2021-08-19,0.0,0.0,0.0,4777.0
SE,2021-08-20,0.0,0.0,0.0,7001.0
SE,2021-08-21,0.0,0.0,0.0,17292.0
SE,2021-08-22,0.0,0.0,0.0,13505.0
SE,2021-08-23,0.0,0.0,0.0,8025.0
SE,2021-08-24,0.0,0.0,0.0,11311.0
SE,2021-08-25,0.0,0.0,0.0,28700.0
SE,2021-08-26,0.0,0.0,0.0,9252.0
SE,2021-08-27,0.0,0.0,0.0,2924.0
SE,2021-08-28,0.0,0.0,0.0,1247.0
SE,2021-08-29,0.0,0.0,0.0,1574.0
SE,2021-08-30,0.0,0.0,0.0,4319.0
SE,2021-08-31,0.0,0.0,0.0,20503.0
SE,2021-09-01,0.0,0.0,0.0,26512.0
SE,2021-09-02,0.0,0.0,0.0,14151.0
SE,2021-09-03,0.0,0.0,0.0,25344.0
SE,2021-09-04,0.0,0.0,0.0,13410.0
SE,2021-09-05,0.0,0.0,0.0,4351.0
SE,2021-09-06,0.0,0.0,0.0,6740.0
SE,2021-09-07,0.0,0.0,0.0,21362.0
SE,2021-09-08,0.0,0.0,0.0,26172.0
SE,2021-09-09,0.0,0.0,0.0,10101.0
SE,2021-09-10,0.0,0.0,0.0,3356.0
SE,2021-09-11,0.0,0.0,0.0,2484.0
SE,2021-09-12,0.0,0.0,0.0,2046.0
SE,2021-09-13,0.0,0.0,0.0,33020.0
SE,2021-09-14,0.0,0.0,0.0,26785.0
SE,2021-09-15,0.0,0.0,0.0,3373.0
SE,2021-09-16,0.0,0.0,0.0,1525.0
SE,2021-09-17,0.0,0.0,0.0,3486.0
SE,2021-09-18,0.0,0.0,0.0,5806.0
SE,2021-09-19,0.0,0.0,0.0,4700.0
SE,2021-09-20,0.0,0.0,0.0,6176.0
SE,2021-09-21,0.0,0.0,0.0,12257.0
SE,2021-09-22,0.0,0.0,0.0,29625.0
SE,2021-09-23,0.0,0.0,0.0,24248.0
SE,2021-09-24,0.0,0.0,0.0,8812.0
SE,2021-09-25,0.0,0.0,0.0,7133.0
SE,2021-09-26,0.0,0.0,0.0,12521.0
SE,2021-09-27,0.0,0.0,0.0,16669.0
SE,2021-09-28,0.0,0.0,0.0,17351.0
SE,2021-09-29,0.0,0.0,0.0,10332.0
SE,2021-09-30,0.0,0.0,0.0,5389.0
SE,2021-10-01,0.0,0.0,0.0,17114.0
SE,2021-10-02,0.0,0.0,0.0,32774.0
SE,2021-10-03,0.0,0.0,0.0,26722.0
SE,2021-10-04,0.0,0.0,0.0,34320.0
SE,2021-10-05,0.0,0.0,0.0,24603.0
SE,2021-10-06,0.0,0.0,0.0,8161.0
SE,2021-10-07,0.0,0.0,0.0,8450.0
SE,2021-10-08,0.0,0.0,0.0,8043.0
SE,2021-10-09,0.0,0.0,0.0,15307.0
SE,2021-10-10,0.0,0.0,0.0,14842.0
SE,2021-10-11,0.0,0.0,0.0,12723.0
SE,2021-10-12,0.0,0.0,0.0,9963.0
SE,2021-10-13,0.0,0.0,0.0,4332.0
SE,2021-10-14,0.0,0.0,0.0,22225.0
SE,2021-10-15,0.0,0.0,0.0,24711.0
SE,2021-10-16,0.0,0.0,0.0,37708.0
SE,2021-10-17,0.0,0.0,0.0,34896.0
SE,2021-10-18,0.0,0.0,0.0,20512.0
SE,2021-10-19,0.0,0.0,0.0,7711.0
SE,2021-10-20,0.0,0.0,0.0,23544.0
SE,2021-10-21,0.0,0.0,0.0,12882.0
SE,2021-10-22,0.0,0.0,0.0,31655.0
SE,2021-10-23,0.0,0.0,0.0,10322.0
SE,2021-10-24,0.0,0.0,0.0,8559.0
SE,2021-10-25,0.0,0.0,0.0,3548.0
SE,2021-10-26,0.0,0.0,0.0,1172.0
SE,2021-10-27,0.0,0.0,0.0,2505.0
SE,2021-10-28,0.0,0.0,0.0,10975.0
SE,2021-10-29,0.0,0.0,0.0,10242.0
SE,2021-10-30,0.0,0.0,0.0,9313.0
SE,2021-10-31,0.0,0.0,0.0,6030.0
SE,2021-11-01,0.0,0.0,0.0,10816.0
SE,2021-11-02,0.0,0.0,0.0,21176.0
SE,2021-11-03,0.0,0.0,0.0,7360.0
SE,2021-11-04,0.0,0.0,0.0,698.0
SE,2021-11-05,0.0,0.0,0.0,6913.0
SE,2021-11-06,0.0,0.0,0.0,19863.0
SE,2021-11-07,0.0,0.0,0.0,14619.0
SE,2021-11-08,0.0,0.0,0.0,7536.0
SE,2021-11-09,0.0,0.0,0.0,21844.0
SE,2021-11-10,0.0,0.0,0.0,33905.0
SE,2021-11-11,0.0,0.0,0.0,24363.0
SE,2021-11-12,0.0,0.0,0.0,13561.0
SE,2021-11-13,0.0,0.0,0.0,12697.0
SE,2021-11-14,0.0,0.0,0.0,13273.0
SE,2021-11-15,0.0,0.0,0.0,33343.0
SE,2021-11-16,0.0,0.0,0.0,23842.0
SE,2021-11-17,0.0,0.0,0.0,16607.0
SE,2021-11-18,0.0,0.0,0.0,22979.0
SE,2021-11-19,0.0,0.0,0.0,29845.0
SE,2021-11-20,0.0,0.0,0.0,25556.0
SE,2021-11-21,0.0,0.0,0.0,24032.0
SE,2021-11-22,0.0,0.0,0.0,5622.0
SE,2021-11-23,0.0,0.0,0.0,19091.0
SE,2021-11-24,0.0,0.0,0.0,14288.0
SE,2021-11-25,0.0,0.0,0.0,7923.0
SE,2021-11-26,0.0,0.0,0.0,7508.0
SE,2021-11-27,0.0,0.0,0.0,846.0
SE,2021-11-28,0.0,0.0,0.0,5012.0
SE,2021-11-29,0.0,0.0,0.0,15503.0
SE,2021-11-30,0.0,0.0,0.0,13587.0
SE,2021-12-01,0.0,0.0,0.0,22328.0
SE,2021-12-02,0.0,0.0,0.0,13452.0
SE,2021-12-03,0.0,0.0,0.0,12256.0
SE,2021-12-04,0.0,0.0,0.0,7508.0
SE,2021-12-05,0.0,0.0,0.0,3547.0
SE,2021-12-06,0.0,0.0,0.0,5439.0
SE,2021-12-07,0.0,0.0,0.0,3771.0
SE,2021-12-08,0.0,0.0,0.0,2796.0
SE,2021-12-09,0.0,0.0,0.0,19837.0
SE,2021-12-10,0.0,0.0,0.0,8035.0
SE,2021-12-11,0.0,0.0,0.0,1586.0
SE,2021-12-12,0.0,0.0,0.0,6597.0
SE,2021-12-13,0.0,0.0,0.0,3611.0
SE,2021-12-14,0.0,0.0,0.0,15697.0
SE,2021-12-15,49335.0,798.0,0.0,35080.0
SE,2021-12-16,45995.0,804.0,0.0,35888.0
SE,2021-12-17,51691.0,312.0,0.0,27770.0
SE,2021-12-18,45542.0,649.0,0.0,35574.0
SE,2021-12-19,48800.0,657.0,0.0,21357.0
SE,2021-12-20,96333.0,732.0,0.0,16132.0
SE,2021-12-21,97518.0,740.0,0.0,5800.0
SE,2021-12-22,88404.0,722.0,0.0,18086.0
SE,2021-12-23,66860.0,737.0,0.0,31544.0
SE,2021-12-24,65896.0,748.0,0.0,34722.0
SE,2021-12-25,67766.0,796.0,0.0,26908.0
SE,2021-12-26,90641.0,775.0,0.0,20688.0
SE,2021-12-27,93397.0,785.0,0.0,8659.0
SE,2021-12-28,81492.0,873.0,0.0,9382.0
SE,2021-12-29,102411.0,908.0,0.0,3580.0
SE,2021-12-30,64895.0,908.0,0.0,10046.0
SE,2021-12-31,61923.0,934.0,0.0,23533.0
