,Biomass,Biomass,Fossil Brown coal/Lignite,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Coal-derived gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Nuclear,Other,Other,Other renewable,Other renewable,Solar,Solar,Waste,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption
2017-01-01,460999.0,0.0,1274466.0,0.0,50028.0,0.0,219552.0,0.0,577330.0,0.0,18775.0,568.0,1923.0,0.0,100965.0,109785.0,103806.0,0.0,3848.0,0.0,623687.0,0.0,420993.0,0.0,16313.0,0.0,141166.0,0.0,65822.0,0.0,207082.0,1017582.0,0.0
2017-01-02,461869.0,0.0,1335252.0,0.0,50261.0,0.0,370600.0,0.0,1178533.0,0.0,23277.0,343.0,1875.0,0.0,148036.0,94999.0,103442.0,0.0,6360.0,0.0,617933.0,0.0,572625.0,0.0,16583.0,0.0,49920.0,0.0,66984.0,0.0,243380.0,902329.0,0.0
2017-01-03,456678.0,0.0,1167254.0,0.0,50787.0,0.0,305745.0,0.0,792698.0,0.0,25968.0,250.0,1858.0,0.0,85047.0,77978.0,103611.0,0.0,6669.0,0.0,579752.0,0.0,543046.0,0.0,15735.0,0.0,37402.0,0.0,64143.0,0.0,297085.0,2243237.0,0.0
2017-01-04,449022.0,0.0,1159634.0,0.0,37410.0,0.0,313704.0,0.0,707174.0,0.0,25010.0,275.0,1778.0,0.0,77600.0,85709.0,101974.0,0.0,7424.0,0.0,571783.0,0.0,593221.0,0.0,16202.0,0.0,51257.0,0.0,64621.0,0.0,279995.0,2481781.0,0.0
2017-01-05,452424.0,0.0,1459662.0,0.0,35534.0,0.0,514596.0,0.0,1365240.0,0.0,23941.0,356.0,1815.0,0.0,118314.0,87545.0,104406.0,0.0,7855.0,0.0,611511.0,0.0,704522.0,0.0,16632.0,0.0,83182.0,0.0,63437.0,0.0,137525.0,969038.0,0.0
2017-01-06,453276.0,0.0,1653141.0,0.0,47603.0,0.0,542133.0,0.0,1390545.0,0.0,18794.0,530.0,1739.0,0.0,122167.0,69754.0,107591.0,0.0,3580.0,0.0,678603.0,0.0,688182.0,0.0,16504.0,0.0,133372.0,0.0,61685.0,0.0,156700.0,276584.0,0.0
2017-01-07,456226.0,0.0,1630241.0,0.0,50697.0,0.0,372904.0,0.0,1047694.0,0.0,18329.0,587.0,1680.0,0.0,120706.0,93182.0,98308.0,0.0,6025.0,0.0,774722.0,0.0,631590.0,0.0,16577.0,0.0,33546.0,0.0,35820.0,8.0,230101.0,786142.0,0.0
2017-01-08,457452.0,0.0,1699263.0,0.0,42203.0,0.0,367625.0,0.0,1266359.0,0.0,18424.0,578.0,1557.0,0.0,106729.0,92186.0,101980.0,0.0,6691.0,0.0,754481.0,0.0,624930.0,0.0,16532.0,0.0,19961.0,0.0,37100.0,0.0,27921.0,149030.0,0.0
2017-01-09,454846.0,0.0,1676218.0,0.0,43716.0,0.0,578374.0,0.0,1272061.0,0.0,28894.0,215.0,1718.0,0.0,151085.0,108010.0,105684.0,0.0,5851.0,0.0,734069.0,0.0,774311.0,0.0,16475.0,0.0,28285.0,0.0,37059.0,0.0,223559.0,471905.0,0.0
2017-01-10,452042.0,0.0,1592102.0,0.0,46032.0,0.0,623885.0,0.0,1175192.0,0.0,38888.0,132.0,1882.0,0.0,158679.0,95883.0,111544.0,0.0,4059.0,0.0,708088.0,0.0,768903.0,0.0,16557.0,0.0,52170.0,0.0,19516.0,0.0,184656.0,955996.0,0.0
2017-01-11,451176.0,0.0,1379668.0,0.0,49552.0,0.0,396251.0,0.0,799482.0,0.0,35996.0,491.0,1816.0,0.0,70177.0,100568.0,109073.0,0.0,4878.0,0.0,678140.0,0.0,597604.0,0.0,16446.0,0.0,29512.0,0.0,40834.0,0.0,297700.0,2136078.0,0.0
2017-01-12,449884.0,0.0,1375695.0,0.0,38008.0,0.0,362523.0,0.0,779880.0,0.0,16099.0,546.0,1769.0,0.0,121166.0,99296.0,106814.0,0.0,5185.0,0.0,717945.0,0.0,597823.0,0.0,16453.0,0.0,71456.0,0.0,52526.0,0.0,251873.0,2111339.0,0.0
2017-01-13,453251.0,0.0,1434049.0,0.0,47516.0,0.0,353777.0,0.0,957536.0,0.0,23658.0,316.0,1961.0,0.0,92315.0,118683.0,112644.0,0.0,2367.0,0.0,806775.0,0.0,618835.0,0.0,16439.0,0.0,57241.0,0.0,46815.0,0.0,184416.0,1845584.0,0.0
2017-01-14,455775.0,0.0,1564471.0,0.0,51885.0,0.0,263788.0,0.0,550700.0,0.0,19072.0,604.0,2359.0,0.0,72269.0,108063.0,109300.0,0.0,5037.0,0.0,712759.0,0.0,471885.0,0.0,16142.0,0.0,67069.0,0.0,45839.0,0.0,281161.0,1666794.0,0.0
2017-01-15,454657.0,0.0,1670349.0,0.0,49102.0,0.0,284688.0,0.0,773733.0,0.0,18946.0,573.0,2239.0,0.0,70561.0,109853.0,101268.0,0.0,5580.0,0.0,734817.0,0.0,549497.0,0.0,16463.0,0.0,64426.0,0.0,47418.0,0.0,116506.0,850719.0,0.0
2017-01-16,455400.0,0.0,1619306.0,0.0,50155.0,0.0,630077.0,0.0,1616548.0,0.0,29096.0,319.0,2449.0,0.0,180922.0,68402.0,104202.0,0.0,4970.0,0.0,750999.0,0.0,815642.0,0.0,16687.0,0.0,70406.0,0.0,48593.0,0.0,19135.0,255392.0,0.0
2017-01-17,455237.0,0.0,1692177.0,0.0,49468.0,0.0,658279.0,0.0,1620408.0,0.0,29462.0,548.0,2522.0,0.0,127366.0,118406.0,116476.0,0.0,2546.0,0.0,748790.0,0.0,846435.0,0.0,16642.0,0.0,91631.0,0.0,47983.0,0.0,33168.0,267819.0,0.0
2017-01-18,454374.0,0.0,1623300.0,0.0,47462.0,0.0,645578.0,0.0,1569737.0,0.0,38186.0,193.0,2523.0,0.0,161217.0,107969.0,114475.0,0.0,2064.0,0.0,747721.0,0.0,788989.0,0.0,16569.0,0.0,90837.0,0.0,47714.0,0.0,168262.0,433759.0,0.0
2017-01-19,456614.0,0.0,1535638.0,0.0,47099.0,0.0,645684.0,0.0,1622639.0,0.0,40740.0,0.0,2567.0,0.0,163010.0,122143.0,112600.0,0.0,4358.0,0.0,745959.0,0.0,839779.0,0.0,16670.0,0.0,152766.0,0.0,46106.0,0.0,84612.0,442244.0,0.0
2017-01-20,457727.0,0.0,1617731.0,0.0,50335.0,0.0,604535.0,0.0,1651795.0,0.0,36412.0,100.0,2489.0,0.0,131248.0,118222.0,111230.0,0.0,2799.0,0.0,743848.0,0.0,838868.0,0.0,16757.0,0.0,158527.0,0.0,47003.0,0.0,41132.0,408534.0,0.0
2017-01-21,459250.0,0.0,1519398.0,0.0,49022.0,0.0,537481.0,0.0,1467186.0,0.0,32721.0,101.0,2555.0,0.0,78873.0,88422.0,108071.0,0.0,2711.0,0.0,740997.0,0.0,726287.0,0.0,16680.0,0.0,181913.0,0.0,48984.0,0.0,13703.0,302289.0,0.0
2017-01-22,458824.0,0.0,1580393.0,0.0,49073.0,0.0,429057.0,0.0,1312735.0,0.0,20098.0,493.0,2542.0,0.0,88746.0,81977.0,93548.0,0.0,5585.0,0.0,741975.0,0.0,665256.0,0.0,16757.0,0.0,189538.0,0.0,49780.0,0.0,26151.0,182847.0,0.0
2017-01-23,455949.0,0.0,1676651.0,0.0,51980.0,0.0,637881.0,0.0,1629490.0,0.0,33784.0,127.0,2029.0,0.0,216067.0,89546.0,96795.0,0.0,8262.0,0.0,740485.0,0.0,805897.0,0.0,16770.0,0.0,123757.0,0.0,33805.0,0.0,38547.0,119018.0,0.0
2017-01-24,456566.0,0.0,1586102.0,0.0,48174.0,0.0,726898.0,0.0,1683123.0,0.0,36554.0,263.0,1485.0,0.0,171662.0,121865.0,110192.0,0.0,5615.0,0.0,738174.0,0.0,825460.0,0.0,16672.0,0.0,41191.0,0.0,35770.0,0.0,38748.0,82225.0,0.0
2017-01-25,460445.0,0.0,1603845.0,0.0,34404.0,0.0,654759.0,0.0,1651251.0,0.0,26071.0,344.0,1471.0,0.0,170901.0,119516.0,113365.0,0.0,4704.0,0.0,737942.0,0.0,849970.0,0.0,16636.0,0.0,70884.0,0.0,44841.0,0.0,70386.0,200399.0,0.0
2017-01-26,458557.0,0.0,1524191.0,0.0,47514.0,0.0,515203.0,0.0,1401297.0,0.0,19682.0,570.0,1487.0,0.0,113851.0,131704.0,109034.0,0.0,1635.0,0.0,842527.0,0.0,779338.0,0.0,16564.0,0.0,225947.0,0.0,44138.0,0.0,220253.0,699986.0,0.0
2017-01-27,460873.0,0.0,1428936.0,0.0,45782.0,0.0,506423.0,0.0,1329858.0,0.0,20260.0,540.0,1574.0,0.0,111163.0,100147.0,99593.0,0.0,5743.0,0.0,869092.0,0.0,754948.0,0.0,16563.0,0.0,274507.0,0.0,44178.0,0.0,197092.0,838198.0,0.0
2017-01-28,462450.0,0.0,1362484.0,0.0,47945.0,0.0,414853.0,0.0,1213861.0,0.0,19592.0,575.0,1898.0,0.0,80841.0,84260.0,99055.0,0.0,4631.0,0.0,870266.0,0.0,625619.0,0.0,16544.0,0.0,263862.0,0.0,49845.0,0.0,178673.0,630963.0,0.0
2017-01-29,464641.0,0.0,1328788.0,0.0,43008.0,0.0,319902.0,0.0,791226.0,0.0,19612.0,576.0,1607.0,0.0,70587.0,124198.0,96519.0,0.0,6123.0,0.0,855434.0,0.0,531612.0,0.0,16295.0,0.0,215413.0,0.0,37435.0,0.0,259401.0,962792.0,0.0
2017-01-30,461087.0,0.0,1424790.0,0.0,45068.0,0.0,486785.0,0.0,1379210.0,0.0,21643.0,467.0,1460.0,0.0,118997.0,84779.0,97189.0,0.0,3140.0,0.0,860762.0,0.0,739679.0,0.0,16504.0,0.0,74297.0,0.0,49227.0,0.0,198437.0,1139733.0,0.0
2017-01-31,457820.0,0.0,1527278.0,0.0,43747.0,0.0,621875.0,0.0,1540872.0,0.0,23618.0,436.0,1524.0,0.0,174427.0,101068.0,113967.0,0.0,4292.0,0.0,858007.0,0.0,780174.0,0.0,16517.0,0.0,48248.0,0.0,45744.0,0.0,215885.0,317774.0,0.0
2017-02-01,471391.0,0.0,1577088.0,0.0,29209.0,0.0,510269.0,0.0,1404282.0,0.0,19751.0,568.0,1692.0,0.0,84857.0,117224.0,155868.0,0.0,4113.0,0.0,856128.0,0.0,774822.0,0.0,22548.0,0.0,95261.0,0.0,45693.0,0.0,276695.0,570871.0,0.0
2017-02-02,473458.0,0.0,1537334.0,0.0,26039.0,0.0,395422.0,0.0,1303684.0,0.0,20286.0,553.0,1850.0,0.0,95207.0,86139.0,143273.0,0.0,2854.0,0.0,837334.0,0.0,744812.0,0.0,22313.0,0.0,168871.0,0.0,41142.0,0.0,282578.0,743426.0,0.0
2017-02-03,475918.0,0.0,1471372.0,0.0,23046.0,0.0,403365.0,0.0,1454514.0,0.0,19668.0,508.0,1927.0,0.0,119716.0,113165.0,139131.0,0.0,4456.0,0.0,776224.0,0.0,787006.0,0.0,22339.0,0.0,96884.0,0.0,44304.0,0.0,141755.0,605291.0,0.0
2017-02-04,475376.0,0.0,1412980.0,0.0,22463.0,0.0,284285.0,0.0,1259266.0,0.0,19669.0,521.0,1851.0,0.0,95313.0,113224.0,136387.0,0.0,3953.0,0.0,645908.0,0.0,913956.0,0.0,22311.0,0.0,197019.0,0.0,47186.0,0.0,91244.0,764141.0,0.0
2017-02-05,475719.0,0.0,1427620.0,0.0,32190.0,0.0,287307.0,0.0,1234689.0,0.0,19523.0,519.0,1892.0,0.0,56598.0,139689.0,131429.0,0.0,1626.0,0.0,636036.0,0.0,532197.0,0.0,22507.0,0.0,184867.0,0.0,51487.0,0.0,134288.0,362350.0,0.0
2017-02-06,472818.0,0.0,1575145.0,0.0,34005.0,0.0,534989.0,0.0,1513067.0,0.0,25555.0,261.0,1900.0,0.0,145721.0,86305.0,128940.0,0.0,3233.0,0.0,636452.0,0.0,745277.0,0.0,22484.0,0.0,114296.0,0.0,66943.0,0.0,258473.0,331877.0,0.0
2017-02-07,473007.0,0.0,1578482.0,0.0,37259.0,0.0,566645.0,0.0,1325277.0,0.0,21777.0,277.0,1968.0,0.0,108111.0,107416.0,127348.0,0.0,3823.0,0.0,636796.0,0.0,782128.0,0.0,22477.0,0.0,117078.0,0.0,62836.0,0.0,356310.0,672189.0,0.0
2017-02-08,472465.0,0.0,1598295.0,0.0,35694.0,0.0,537951.0,0.0,1367829.0,0.0,19542.0,570.0,2224.0,0.0,108350.0,113768.0,122423.0,0.0,4548.0,0.0,638117.0,0.0,791136.0,0.0,22299.0,0.0,123990.0,0.0,62902.0,0.0,308041.0,578261.0,0.0
2017-02-09,473739.0,0.0,1577888.0,0.0,36039.0,0.0,591759.0,0.0,1452438.0,0.0,21534.0,576.0,2251.0,0.0,138809.0,95504.0,125070.0,0.0,4454.0,0.0,639669.0,0.0,843154.0,0.0,22577.0,0.0,181110.0,0.0,65175.0,0.0,234060.0,565802.0,0.0
2017-02-10,475919.0,0.0,1494805.0,0.0,34806.0,0.0,492944.0,0.0,1472676.0,0.0,19216.0,561.0,2087.0,0.0,113599.0,100632.0,120907.0,0.0,3903.0,0.0,639629.0,0.0,748925.0,0.0,22454.0,0.0,135608.0,0.0,61882.0,0.0,333512.0,829261.0,0.0
2017-02-11,477789.0,0.0,1431868.0,0.0,35996.0,0.0,268317.0,0.0,1137906.0,0.0,19424.0,513.0,2318.0,0.0,65101.0,96099.0,115573.0,0.0,3558.0,0.0,638028.0,0.0,490839.0,0.0,22387.0,0.0,225568.0,0.0,57158.0,0.0,351797.0,935432.0,0.0
2017-02-12,478561.0,0.0,1585573.0,0.0,36301.0,0.0,272645.0,0.0,807358.0,0.0,19417.0,552.0,2406.0,0.0,70472.0,138831.0,110292.0,0.0,5204.0,0.0,636841.0,0.0,470069.0,0.0,22376.0,0.0,150666.0,0.0,59153.0,0.0,371468.0,1013614.0,0.0
2017-02-13,476668.0,0.0,1623312.0,0.0,42791.0,0.0,410261.0,0.0,1226788.0,0.0,39581.0,174.0,2351.0,0.0,92811.0,97092.0,102608.0,0.0,4895.0,0.0,623548.0,0.0,689572.0,0.0,22425.0,0.0,358325.0,0.0,59459.0,0.0,279599.0,1070946.0,0.0
2017-02-14,476221.0,0.0,1687788.0,0.0,33122.0,0.0,407457.0,0.0,1387632.0,0.0,19151.0,550.0,2304.0,0.0,115942.0,99604.0,99939.0,0.0,5418.0,0.0,629925.0,0.0,739605.0,0.0,22344.0,0.0,441140.0,0.0,49183.0,0.0,194597.0,658300.0,0.0
2017-02-15,474883.0,0.0,1700672.0,0.0,33566.0,0.0,458276.0,0.0,1476544.0,0.0,20520.0,441.0,2223.0,0.0,135851.0,92567.0,99617.0,0.0,6175.0,0.0,632812.0,0.0,757561.0,0.0,22287.0,0.0,455616.0,0.0,40411.0,0.0,78653.0,296124.0,0.0
2017-02-16,477282.0,0.0,1637092.0,0.0,29396.0,0.0,414977.0,0.0,1219386.0,0.0,17862.0,503.0,2273.0,0.0,102378.0,102432.0,99261.0,0.0,5005.0,0.0,626962.0,0.0,710147.0,0.0,22109.0,0.0,369710.0,0.0,54431.0,0.0,329026.0,786816.0,0.0
2017-02-17,479026.0,0.0,1622891.0,0.0,28250.0,0.0,475989.0,0.0,1266182.0,0.0,17732.0,518.0,2295.0,0.0,114144.0,101077.0,102734.0,0.0,5694.0,0.0,627180.0,0.0,757363.0,0.0,22255.0,0.0,125796.0,0.0,63214.0,0.0,191002.0,860002.0,0.0
2017-02-18,474959.0,0.0,1636249.0,0.0,30362.0,0.0,307760.0,0.0,1218414.0,0.0,17759.0,570.0,2356.0,0.0,89608.0,95251.0,113579.0,0.0,4033.0,0.0,626906.0,0.0,588808.0,0.0,22323.0,0.0,138060.0,0.0,61903.0,0.0,184435.0,431220.0,0.0
2017-02-19,473210.0,0.0,1544663.0,0.0,30628.0,0.0,235212.0,0.0,551993.0,0.0,18147.0,575.0,2329.0,0.0,85527.0,120817.0,111608.0,0.0,5084.0,0.0,626518.0,0.0,424623.0,0.0,22022.0,0.0,233685.0,0.0,57259.0,0.0,290634.0,1110025.0,0.0
2017-02-20,470544.0,0.0,1443866.0,0.0,25063.0,0.0,256154.0,0.0,604970.0,0.0,17765.0,576.0,2119.0,0.0,84989.0,96719.0,106169.0,0.0,4014.0,0.0,622209.0,0.0,521922.0,0.0,22031.0,0.0,127070.0,0.0,60122.0,0.0,364391.0,2197041.0,0.0
2017-02-21,468390.0,0.0,1334356.0,0.0,27569.0,0.0,252555.0,0.0,733965.0,0.0,17993.0,367.0,2116.0,0.0,127233.0,96443.0,114644.0,0.0,4882.0,0.0,619102.0,0.0,515516.0,0.0,21786.0,0.0,142983.0,0.0,59664.0,0.0,335781.0,2011850.0,0.0
2017-02-22,466565.0,0.0,1302827.0,0.0,21238.0,0.0,225213.0,10.0,407936.0,0.0,17793.0,549.0,2009.0,0.0,97089.0,110979.0,151976.0,0.0,7067.0,0.0,609383.0,0.0,470713.0,0.0,21649.0,0.0,101090.0,0.0,58133.0,0.0,384208.0,2890805.0,0.0
2017-02-23,466970.0,0.0,1398122.0,0.0,26208.0,0.0,260749.0,0.0,395716.0,0.0,17121.0,549.0,1860.0,0.0,113799.0,113343.0,141275.0,0.0,6328.0,0.0,612333.0,0.0,490793.0,0.0,21588.0,0.0,202891.0,0.0,63064.0,0.0,285227.0,2495518.0,0.0
2017-02-24,471257.0,0.0,1353420.0,0.0,29396.0,0.0,276468.0,1.0,607395.0,0.0,16802.0,546.0,2216.0,0.0,109358.0,118999.0,137109.0,0.0,5971.0,0.0,599133.0,0.0,513950.0,0.0,21876.0,0.0,282178.0,0.0,61410.0,0.0,242839.0,1919590.0,0.0
2017-02-25,471526.0,0.0,1394718.0,0.0,31090.0,0.0,247091.0,0.0,343531.0,0.0,16882.0,543.0,2328.0,0.0,75507.0,77161.0,132250.0,0.0,6494.0,0.0,616621.0,0.0,427145.0,0.0,22246.0,0.0,390319.0,0.0,58484.0,0.0,294215.0,1329091.0,0.0
2017-02-26,465702.0,0.0,1147650.0,0.0,35281.0,0.0,217937.0,0.0,218995.0,0.0,17250.0,551.0,2218.0,0.0,98564.0,131081.0,119969.0,0.0,6547.0,0.0,617952.0,0.0,372588.0,0.0,21743.0,0.0,237789.0,0.0,60318.0,0.0,372577.0,1867984.0,0.0
2017-02-27,464395.0,0.0,1502437.0,0.0,38916.0,0.0,218387.0,0.0,338790.0,0.0,17652.0,559.0,2182.0,0.0,130611.0,114933.0,121279.0,0.0,6518.0,0.0,655657.0,0.0,492903.0,0.0,21222.0,0.0,345574.0,0.0,60042.0,0.0,343396.0,1852809.0,0.0
2017-02-28,464646.0,0.0,1431476.0,0.0,33852.0,0.0,278128.0,0.0,406352.0,0.0,18171.0,523.0,1915.0,0.0,140166.0,102455.0,127657.0,0.0,6896.0,0.0,610811.0,0.0,547920.0,0.0,20926.0,0.0,196432.0,0.0,59052.0,0.0,286874.0,2147753.0,0.0
2017-03-01,460382.0,0.0,1572941.0,0.0,38952.0,0.0,301439.0,0.0,574167.0,0.0,19087.0,423.0,1771.0,0.0,121551.0,116781.0,135057.0,0.0,7563.0,0.0,653272.0,0.0,536612.0,0.0,20742.0,0.0,220683.0,0.0,44834.0,0.0,254812.0,1636519.0,0.0
2017-03-02,462156.0,0.0,1461329.0,0.0,33169.0,0.0,235231.0,0.0,476365.0,0.0,17831.0,551.0,1898.0,0.0,83775.0,135541.0,142124.0,0.0,5546.0,0.0,699382.0,0.0,480475.0,0.0,21023.0,0.0,316639.0,0.0,54287.0,0.0,241184.0,2283138.0,0.0
2017-03-03,464152.0,0.0,1419498.0,0.0,38000.0,0.0,327020.0,0.0,719997.0,0.0,17958.0,554.0,2160.0,0.0,124825.0,66915.0,141063.0,0.0,4194.0,0.0,694161.0,0.0,530990.0,0.0,19945.0,0.0,378657.0,0.0,60038.0,0.0,243811.0,1090124.0,0.0
2017-03-04,467542.0,0.0,1294096.0,0.0,35719.0,0.0,223374.0,0.0,563028.0,0.0,18906.0,458.0,1994.0,0.0,102653.0,68353.0,133715.0,0.0,7251.0,0.0,619362.0,0.0,421630.0,0.0,19337.0,0.0,399796.0,0.0,61175.0,0.0,160810.0,845171.0,0.0
2017-03-05,463756.0,0.0,1317621.0,0.0,35617.0,0.0,175101.0,0.0,357596.0,0.0,18177.0,505.0,1748.0,0.0,101240.0,142115.0,133258.0,0.0,6355.0,0.0,628075.0,0.0,375797.0,0.0,18763.0,0.0,300184.0,0.0,61542.0,0.0,146361.0,1372736.0,0.0
2017-03-06,462909.0,0.0,1634814.0,0.0,28399.0,0.0,393951.0,0.0,1141895.0,0.0,18120.0,538.0,1712.0,0.0,107906.0,92806.0,131619.0,0.0,3422.0,0.0,637687.0,0.0,616956.0,0.0,20683.0,0.0,208627.0,0.0,60507.0,0.0,214671.0,767366.0,0.0
2017-03-07,461337.0,0.0,1645281.0,0.0,24488.0,0.0,553665.0,0.0,1320751.0,0.0,18981.0,499.0,1675.0,0.0,167191.0,94668.0,137944.0,0.0,4333.0,0.0,636851.0,0.0,748227.0,0.0,21138.0,0.0,165443.0,0.0,61368.0,0.0,57048.0,367234.0,0.0
2017-03-08,459690.0,0.0,1513312.0,0.0,32831.0,0.0,371747.0,0.0,942240.0,0.0,18299.0,526.0,1552.0,0.0,77396.0,115375.0,140992.0,0.0,4601.0,0.0,635931.0,0.0,630052.0,0.0,20496.0,0.0,215837.0,0.0,60675.0,0.0,202331.0,1201920.0,0.0
2017-03-09,458870.0,0.0,1504867.0,0.0,34742.0,0.0,370222.0,0.0,988886.0,0.0,18333.0,491.0,1569.0,0.0,110793.0,102147.0,167275.0,0.0,3993.0,0.0,589318.0,0.0,642499.0,0.0,20911.0,0.0,193695.0,0.0,62061.0,0.0,245683.0,1092192.0,0.0
