,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
2017-01-01,101339.0,218151.0,28141.0,62532.0
2017-01-02,196812.0,218100.0,35646.0,46791.0
2017-01-03,189850.0,218297.0,34820.0,58410.0
2017-01-04,180422.0,218709.0,35202.0,84489.0
2017-01-05,254182.0,218648.0,39288.0,43960.0
2017-01-06,225846.0,218899.0,37024.0,85609.0
2017-01-07,171903.0,219010.0,34470.0,78311.0
2017-01-08,162990.0,219092.0,33054.0,67856.0
2017-01-09,204071.0,218994.0,31523.0,68166.0
2017-01-10,187819.0,219000.0,33590.0,87332.0
2017-01-11,155459.0,219123.0,32504.0,121988.0
2017-01-12,186160.0,219296.0,34358.0,83419.0
2017-01-13,233929.0,216186.0,37175.0,24884.0
2017-01-14,185166.0,214570.0,35248.0,40393.0
2017-01-15,194255.0,219075.0,37104.0,69804.0
2017-01-16,259518.0,219084.0,44977.0,41677.0
2017-01-17,234954.0,219123.0,43253.0,65956.0
2017-01-18,217880.0,206321.0,36448.0,87645.0
2017-01-19,197178.0,205548.0,30976.0,104418.0
2017-01-20,204895.0,209838.0,33214.0,83185.0
2017-01-21,193076.0,216185.0,33880.0,48608.0
2017-01-22,188739.0,218891.0,35541.0,61047.0
2017-01-23,226280.0,218878.0,36717.0,70877.0
2017-01-24,255725.0,216851.0,35990.0,25073.0
2017-01-25,228753.0,217374.0,35401.0,72656.0
2017-01-26,224386.0,219007.0,36643.0,76176.0
2017-01-27,222047.0,218990.0,36895.0,41447.0
2017-01-28,185784.0,219114.0,36337.0,37448.0
2017-01-29,157390.0,212663.0,37077.0,62431.0
2017-01-30,220649.0,206288.0,36546.0,55525.0
2017-01-31,228604.0,206964.0,36635.0,24673.0
2017-02-01,218518.0,214828.0,36461.0,22268.0
2017-02-02,220448.0,217308.0,34851.0,25044.0
2017-02-03,232439.0,219271.0,34278.0,10862.0
2017-02-04,195079.0,219268.0,35410.0,15658.0
2017-02-05,173237.0,219284.0,37275.0,24369.0
2017-02-06,227259.0,219147.0,37942.0,34928.0
2017-02-07,235306.0,219039.0,41152.0,52453.0
2017-02-08,239826.0,219188.0,44820.0,56339.0
2017-02-09,251681.0,219301.0,44710.0,29590.0
2017-02-10,237136.0,219281.0,43537.0,32605.0
2017-02-11,183347.0,219167.0,39765.0,46567.0
2017-02-12,169929.0,219279.0,38560.0,57029.0
2017-02-13,206536.0,219338.0,42902.0,74917.0
2017-02-14,211114.0,219352.0,40462.0,40452.0
2017-02-15,230548.0,217009.0,39530.0,26339.0
2017-02-16,203780.0,219128.0,37533.0,44922.0
2017-02-17,210038.0,219305.0,36763.0,61112.0
2017-02-18,171590.0,219320.0,35112.0,59649.0
2017-02-19,117484.0,219277.0,33835.0,86135.0
2017-02-20,165206.0,219305.0,35332.0,66831.0
2017-02-21,175236.0,219054.0,34055.0,52569.0
2017-02-22,162531.0,219203.0,35679.0,82283.0
2017-02-23,190423.0,219180.0,35783.0,71057.0
2017-02-24,202570.0,219161.0,38964.0,88640.0
2017-02-25,182850.0,219167.0,37799.0,69761.0
2017-02-26,147696.0,219167.0,35353.0,32851.0
2017-02-27,199635.0,219055.0,34224.0,51958.0
2017-02-28,194061.0,219045.0,34523.0,53121.0
2017-03-01,213319.0,219079.0,35041.0,51087.0
2017-03-02,216184.0,219100.0,33956.0,22970.0
2017-03-03,216029.0,219036.0,35251.0,39568.0
2017-03-04,183252.0,219093.0,33991.0,33184.0
2017-03-05,141683.0,219059.0,33293.0,70694.0
2017-03-06,205381.0,219134.0,37987.0,66565.0
2017-03-07,224462.0,219231.0,44263.0,47867.0
2017-03-08,212465.0,218467.0,43099.0,30038.0
2017-03-09,212233.0,219208.0,38031.0,37609.0
2017-03-10,201399.0,219086.0,36145.0,39916.0
2017-03-11,170161.0,219085.0,35348.0,37731.0
2017-03-12,132979.0,219098.0,34220.0,38752.0
2017-03-13,203709.0,218668.0,34273.0,41247.0
2017-03-14,170886.0,218531.0,31644.0,85227.0
2017-03-15,148097.0,219020.0,30255.0,128377.0
2017-03-16,175816.0,211974.0,30322.0,84565.0
2017-03-17,152207.0,215837.0,31003.0,95520.0
2017-03-18,127002.0,217864.0,30096.0,54817.0
2017-03-19,142343.0,218305.0,32228.0,33094.0
2017-03-20,184941.0,218628.0,32485.0,56191.0
2017-03-21,160737.0,218716.0,32571.0,89049.0
2017-03-22,181425.0,218551.0,32220.0,83018.0
2017-03-23,188882.0,218399.0,31140.0,62342.0
2017-03-24,189974.0,204423.0,31968.0,53014.0
2017-03-25,138877.0,197165.0,27505.0,64517.0
2017-03-26,102548.0,181697.0,25612.0,80607.0
2017-03-27,174560.0,189380.0,25952.0,69699.0
2017-03-28,175555.0,189290.0,29063.0,39388.0
2017-03-29,180093.0,189212.0,32319.0,21847.0
2017-03-30,180302.0,188931.0,33020.0,30261.0
2017-03-31,178895.0,192861.0,31516.0,25167.0
2017-04-01,141352.0,211449.0,26273.0,39924.0
2017-04-02,138610.0,209404.0,23989.0,21257.0
2017-04-03,195751.0,205894.0,24628.0,26230.0
2017-04-04,177178.0,205220.0,24933.0,65146.0
2017-04-05,168514.0,205419.0,25856.0,76162.0
2017-04-06,178428.0,205708.0,24306.0,54206.0
2017-04-07,179773.0,203028.0,23073.0,26233.0
2017-04-08,145863.0,210099.0,24034.0,30525.0
2017-04-09,119870.0,216095.0,23057.0,64621.0
2017-04-10,142519.0,216084.0,23554.0,86771.0
2017-04-11,148684.0,216282.0,25487.0,90140.0
2017-04-12,186513.0,203869.0,26721.0,35425.0
2017-04-13,199855.0,187222.0,29008.0,23966.0
2017-04-14,177111.0,187167.0,29598.0,31155.0
2017-04-15,168596.0,187147.0,30563.0,26244.0
2017-04-16,170827.0,187103.0,31406.0,12467.0
2017-04-17,169881.0,187057.0,29745.0,19251.0
2017-04-18,200180.0,186746.0,30418.0,20218.0
2017-04-19,204287.0,200422.0,28666.0,22492.0
2017-04-20,174344.0,210969.0,27432.0,90784.0
2017-04-21,128117.0,212151.0,24997.0,118951.0
2017-04-22,82945.0,214167.0,23219.0,104840.0
2017-04-23,117575.0,214535.0,23767.0,54746.0
2017-04-24,162719.0,214325.0,26222.0,56074.0
2017-04-25,159520.0,214329.0,24728.0,67842.0
2017-04-26,172357.0,214311.0,28164.0,45160.0
2017-04-27,169025.0,213981.0,27916.0,28634.0
2017-04-28,165763.0,213601.0,27454.0,39215.0
2017-04-29,118704.0,210775.0,25047.0,36928.0
2017-04-30,95234.0,195633.0,23832.0,37768.0
2017-05-01,94826.0,195032.0,21988.0,52922.0
2017-05-02,129466.0,194922.0,21031.0,51365.0
2017-05-03,138104.0,194617.0,20794.0,36397.0
2017-05-04,127926.0,194350.0,21814.0,60681.0
2017-05-05,134401.0,193937.0,19858.0,67860.0
2017-05-06,105782.0,193405.0,18445.0,25701.0
2017-05-07,107705.0,193326.0,21061.0,34708.0
2017-05-08,149939.0,193469.0,21973.0,60852.0
2017-05-09,175166.0,193437.0,21513.0,15222.0
2017-05-10,178566.0,193279.0,21443.0,16619.0
2017-05-11,174217.0,193227.0,22124.0,20012.0
2017-05-12,163306.0,192942.0,20928.0,26679.0
2017-05-13,123941.0,192733.0,18668.0,27589.0
2017-05-14,114099.0,192452.0,17821.0,19106.0
2017-05-15,172754.0,192206.0,16567.0,18687.0
2017-05-16,155582.0,190314.0,16375.0,41594.0
2017-05-17,159360.0,190534.0,16928.0,29591.0
2017-05-18,145620.0,189637.0,14837.0,45388.0
2017-05-19,168550.0,190517.0,13385.0,26503.0
2017-05-20,139219.0,190195.0,12273.0,31898.0
2017-05-21,154512.0,189112.0,11612.0,34154.0
2017-05-22,186392.0,188079.0,11214.0,36154.0
2017-05-23,187931.0,187179.0,10884.0,20106.0
2017-05-24,182166.0,178933.0,10806.0,23388.0
2017-05-25,144669.0,169037.0,11885.0,39028.0
2017-05-26,176879.0,157696.0,12608.0,24387.0
2017-05-27,154181.0,156464.0,11509.0,25508.0
2017-05-28,119126.0,156002.0,10423.0,60311.0
2017-05-29,186895.0,155659.0,10466.0,23237.0
2017-05-30,183500.0,155280.0,10278.0,20137.0
2017-05-31,157774.0,134867.0,11096.0,73015.0
2017-06-01,168191.0,150283.0,10947.0,68104.0
2017-06-02,173224.0,156568.0,11208.0,34659.0
2017-06-03,130342.0,160062.0,12260.0,15037.0
2017-06-04,116875.0,160014.0,12201.0,13505.0
2017-06-05,131372.0,160095.0,11913.0,49238.0
2017-06-06,133645.0,159698.0,11863.0,49166.0
2017-06-07,127905.0,158944.0,11911.0,77653.0
2017-06-08,159862.0,150699.0,12007.0,51457.0
2017-06-09,172372.0,149800.0,11834.0,18884.0
2017-06-10,130245.0,150275.0,10889.0,22980.0
2017-06-11,103986.0,153193.0,10191.0,27941.0
2017-06-12,123799.0,155425.0,9590.0,58048.0
2017-06-13,128805.0,155786.0,9905.0,63434.0
2017-06-14,162351.0,155310.0,10052.0,29988.0
2017-06-15,157432.0,154179.0,9818.0,16725.0
2017-06-16,129091.0,150838.0,9329.0,16898.0
2017-06-17,107006.0,150024.0,8985.0,18699.0
2017-06-18,95625.0,145251.0,9244.0,56598.0
2017-06-19,137474.0,141972.0,8853.0,48558.0
2017-06-20,123223.0,141690.0,9171.0,71686.0
2017-06-21,138263.0,144914.0,9489.0,55850.0
2017-06-22,158951.0,140673.0,9366.0,21615.0
2017-06-23,127595.0,139807.0,9068.0,17308.0
2017-06-24,91239.0,137157.0,9771.0,58859.0
2017-06-25,87715.0,134855.0,10019.0,67165.0
2017-06-26,145410.0,135917.0,10510.0,71831.0
2017-06-27,176233.0,140064.0,7561.0,55219.0
2017-06-28,178702.0,135941.0,7942.0,32363.0
2017-06-29,178437.0,138115.0,8627.0,61933.0
2017-06-30,173990.0,134690.0,8044.0,64987.0
2017-07-01,140966.0,134137.0,8767.0,29780.0
2017-07-02,108304.0,133507.0,8303.0,51723.0
2017-07-03,152314.0,133280.0,9394.0,60013.0
2017-07-04,166184.0,133540.0,8569.0,64159.0
2017-07-05,184883.0,130312.0,8055.0,50843.0
2017-07-06,194008.0,119993.0,8074.0,28576.0
2017-07-07,195344.0,119514.0,8068.0,10324.0
2017-07-08,162897.0,122546.0,7832.0,19970.0
2017-07-09,145046.0,132420.0,8414.0,27900.0
2017-07-10,194642.0,132232.0,7391.0,18904.0
2017-07-11,195393.0,131990.0,8718.0,15895.0
2017-07-12,178718.0,131612.0,8634.0,34321.0
2017-07-13,164142.0,131604.0,8752.0,60351.0
2017-07-14,183185.0,133897.0,7269.0,39354.0
2017-07-15,176424.0,141936.0,7543.0,21758.0
2017-07-16,141627.0,142604.0,8759.0,65288.0
2017-07-17,161282.0,142844.0,9268.0,60876.0
2017-07-18,173182.0,142783.0,8270.0,60068.0
2017-07-19,188124.0,142392.0,7938.0,32259.0
2017-07-20,193168.0,141806.0,7675.0,18161.0
2017-07-21,194048.0,141307.0,7927.0,18671.0
2017-07-22,161673.0,140538.0,7683.0,12774.0
2017-07-23,134839.0,140712.0,8118.0,27940.0
2017-07-24,199131.0,139726.0,8502.0,22046.0
2017-07-25,175561.0,139035.0,8974.0,25559.0
2017-07-26,184976.0,137988.0,9278.0,17715.0
2017-07-27,190423.0,138960.0,9007.0,9717.0
2017-07-28,168733.0,152014.0,9179.0,15907.0
2017-07-29,115621.0,157033.0,9319.0,36286.0
2017-07-30,107458.0,159141.0,9422.0,24672.0
2017-07-31,146660.0,159817.0,9087.0,42452.0
2017-08-01,164467.0,159683.0,8200.0,27177.0
2017-08-02,182778.0,137480.0,8705.0,26958.0
2017-08-03,169113.0,134542.0,8929.0,20686.0
2017-08-04,147753.0,134383.0,9763.0,49223.0
2017-08-05,115948.0,134958.0,9850.0,62835.0
2017-08-06,107587.0,135110.0,9343.0,51264.0
2017-08-07,177632.0,134783.0,8669.0,35206.0
2017-08-08,181224.0,134330.0,8226.0,32568.0
2017-08-09,173048.0,133778.0,8748.0,35670.0
2017-08-10,202811.0,133779.0,7798.0,29250.0
2017-08-11,195205.0,133585.0,8195.0,30329.0
2017-08-12,136514.0,133469.0,8267.0,31725.0
2017-08-13,112938.0,133632.0,8575.0,55674.0
2017-08-14,179283.0,133528.0,7879.0,40096.0
2017-08-15,167059.0,132969.0,7984.0,32960.0
2017-08-16,181858.0,130924.0,8570.0,45428.0
2017-08-17,182180.0,131769.0,8382.0,24850.0
2017-08-18,199746.0,114544.0,9325.0,25924.0
2017-08-19,120688.0,101440.0,9082.0,44494.0
2017-08-20,110126.0,101345.0,9131.0,67539.0
2017-08-21,204530.0,101383.0,8149.0,25578.0
2017-08-22,215523.0,101028.0,8032.0,25517.0
2017-08-23,217759.0,91131.0,9933.0,9894.0
2017-08-24,213963.0,90259.0,7449.0,14288.0
2017-08-25,205020.0,90562.0,8732.0,43142.0
2017-08-26,174582.0,90658.0,8870.0,39287.0
2017-08-27,161902.0,90517.0,8590.0,10015.0
2017-08-28,210249.0,90501.0,9440.0,27671.0
2017-08-29,180857.0,90332.0,10202.0,57512.0
2017-08-30,193964.0,90209.0,9360.0,38280.0
2017-08-31,200462.0,90507.0,10134.0,27137.0
2017-09-01,202976.0,90298.0,9920.0,26441.0
2017-09-02,178116.0,88917.0,10159.0,13401.0
2017-09-03,162753.0,75546.0,10607.0,22306.0
2017-09-04,206862.0,74489.0,11029.0,49028.0
2017-09-05,209920.0,74559.0,11293.0,38427.0
2017-09-06,215774.0,74625.0,11608.0,38359.0
2017-09-07,220023.0,74789.0,12290.0,17972.0
2017-09-08,219809.0,75835.0,12143.0,31261.0
2017-09-09,196448.0,83584.0,11720.0,37398.0
2017-09-10,166034.0,86409.0,10935.0,45204.0
2017-09-11,202614.0,91620.0,11570.0,61741.0
2017-09-12,204599.0,95111.0,10268.0,58261.0
2017-09-13,208876.0,95805.0,10443.0,43473.0
2017-09-14,215659.0,97266.0,12227.0,28385.0
2017-09-15,211333.0,108936.0,12902.0,27719.0
2017-09-16,192903.0,117031.0,12103.0,22303.0
2017-09-17,184296.0,121704.0,13519.0,7190.0
2017-09-18,211229.0,121503.0,15407.0,19923.0
2017-09-19,205482.0,121465.0,16516.0,35203.0
2017-09-20,216563.0,121341.0,16592.0,29467.0
2017-09-21,214563.0,121356.0,15823.0,19512.0
2017-09-22,206837.0,121022.0,13332.0,27494.0
2017-09-23,184258.0,121113.0,13284.0,12398.0
2017-09-24,169235.0,121096.0,12308.0,21132.0
2017-09-25,197474.0,120958.0,12317.0,34792.0
2017-09-26,204248.0,120452.0,11359.0,32479.0
2017-09-27,195678.0,126587.0,10926.0,34664.0
2017-09-28,189115.0,122535.0,11818.0,43030.0
2017-09-29,187099.0,123440.0,13355.0,40445.0
2017-09-30,140905.0,129945.0,12302.0,50382.0
2017-10-01,130834.0,130348.0,13924.0,53117.0
2017-10-02,133711.0,130392.0,13708.0,101769.0
2017-10-03,149531.0,130352.0,13290.0,82452.0
2017-10-04,155669.0,130737.0,14384.0,80966.0
2017-10-05,185479.0,122320.0,15584.0,50565.0
2017-10-06,203485.0,89871.0,16858.0,42990.0
2017-10-07,159333.0,90164.0,18330.0,30612.0
2017-10-08,148182.0,99710.0,20817.0,59003.0
2017-10-09,199888.0,102840.0,20634.0,62083.0
2017-10-10,202441.0,92732.0,18076.0,41503.0
2017-10-11,208008.0,102043.0,17961.0,28907.0
2017-10-12,186163.0,103616.0,20279.0,77518.0
2017-10-13,203867.0,103219.0,20581.0,44650.0
2017-10-14,157941.0,111660.0,19144.0,66765.0
2017-10-15,159965.0,115662.0,18465.0,59488.0
2017-10-16,185943.0,117308.0,18312.0,82315.0
2017-10-17,180842.0,124097.0,18941.0,66164.0
2017-10-18,199813.0,135714.0,20100.0,63011.0
2017-10-19,220367.0,138223.0,22166.0,33000.0
2017-10-20,216417.0,141657.0,22570.0,38032.0
2017-10-21,180212.0,142818.0,22161.0,52595.0
2017-10-22,163745.0,142861.0,23021.0,42009.0
2017-10-23,213167.0,153724.0,25051.0,42040.0
2017-10-24,202034.0,160211.0,24522.0,57684.0
2017-10-25,190301.0,160942.0,24114.0,78561.0
2017-10-26,204094.0,161198.0,24158.0,38342.0
2017-10-27,192606.0,161622.0,24911.0,42605.0
2017-10-28,125053.0,172257.0,25267.0,81758.0
2017-10-29,112535.0,200884.0,24985.0,105979.0
2017-10-30,186705.0,199560.0,23305.0,84913.0
2017-10-31,212596.0,201345.0,23804.0,29492.0
2017-11-01,190894.0,202052.0,23775.0,40804.0
2017-11-02,184943.0,202497.0,22901.0,60920.0
2017-11-03,199880.0,202634.0,23765.0,58801.0
2017-11-04,150394.0,202608.0,23596.0,58171.0
2017-11-05,145198.0,202422.0,23423.0,41691.0
2017-11-06,204912.0,203395.0,23841.0,51126.0
2017-11-07,216868.0,204146.0,22959.0,40256.0
2017-11-08,217947.0,195125.0,22913.0,45480.0
2017-11-09,205734.0,177144.0,22974.0,90888.0
2017-11-10,189661.0,175749.0,23480.0,64668.0
2017-11-11,138597.0,192920.0,27672.0,64099.0
2017-11-12,154787.0,205247.0,28861.0,42953.0
2017-11-13,218079.0,205469.0,30327.0,48592.0
2017-11-14,218152.0,204722.0,30019.0,40630.0
2017-11-15,214033.0,193465.0,29944.0,71147.0
2017-11-16,208601.0,202937.0,29705.0,67587.0
2017-11-17,200049.0,205066.0,27736.0,96313.0
2017-11-18,158527.0,206110.0,28137.0,55596.0
2017-11-19,155348.0,192605.0,33287.0,61915.0
2017-11-20,236935.0,172622.0,39893.0,28459.0
2017-11-21,244116.0,172817.0,41088.0,13537.0
2017-11-22,200059.0,173105.0,37880.0,67681.0
2017-11-23,167811.0,172667.0,27411.0,118477.0
2017-11-24,199909.0,173211.0,27441.0,77266.0
2017-11-25,200028.0,173488.0,27551.0,44377.0
2017-11-26,167481.0,173223.0,27781.0,47375.0
2017-11-27,218905.0,172548.0,30733.0,38207.0
2017-11-28,231573.0,190326.0,31394.0,39620.0
2017-11-29,246922.0,198172.0,34303.0,27983.0
2017-11-30,241630.0,206472.0,36343.0,21187.0
2017-12-01,233016.0,206203.0,39979.0,37077.0
2017-12-02,183782.0,205217.0,34042.0,72073.0
2017-12-03,159485.0,206721.0,32121.0,84854.0
2017-12-04,225612.0,206760.0,35781.0,62517.0
2017-12-05,207533.0,207013.0,31523.0,85617.0
2017-12-06,206071.0,207126.0,29656.0,55133.0
2017-12-07,168999.0,207023.0,28422.0,105693.0
2017-12-08,168189.0,206969.0,29357.0,107258.0
2017-12-09,150439.0,206961.0,28992.0,54615.0
2017-12-10,175478.0,202403.0,33642.0,35523.0
2017-12-11,245537.0,207167.0,38837.0,22874.0
2017-12-12,236841.0,207245.0,36961.0,36852.0
2017-12-13,214478.0,207197.0,37464.0,79282.0
2017-12-14,222496.0,207318.0,37274.0,43068.0
2017-12-15,245890.0,207375.0,38764.0,34110.0
2017-12-16,219480.0,207245.0,37185.0,21493.0
2017-12-17,216746.0,207296.0,36006.0,39035.0
2017-12-18,238634.0,207205.0,36669.0,51660.0
2017-12-19,239770.0,207263.0,38898.0,37568.0
2017-12-20,220703.0,207129.0,32725.0,62237.0
2017-12-21,207666.0,207348.0,30319.0,82612.0
2017-12-22,209578.0,207423.0,31312.0,88142.0
2017-12-23,122930.0,205132.0,28564.0,120715.0
2017-12-24,127302.0,204840.0,25914.0,78381.0
2017-12-25,127867.0,204625.0,26378.0,68287.0
2017-12-26,130973.0,204590.0,27810.0,79696.0
2017-12-27,206230.0,203313.0,26795.0,67916.0
2017-12-28,221392.0,204645.0,26595.0,25882.0
2017-12-29,202790.0,204583.0,27969.0,34987.0
2017-12-30,185446.0,204773.0,29377.0,41855.0
2017-12-31,174435.0,204902.0,28792.0,37431.0
