,Forecasted Load,Actual Load
2020-01-01,4575284.0,4361991.0
2020-01-02,5423537.0,5316742.0
2020-01-03,5537631.0,5534608.0
2020-01-04,5153284.0,5217347.0
2020-01-05,4471555.0,4746954.0
2020-01-06,5198188.0,5545875.0
2020-01-07,5547498.0,6133064.0
2020-01-08,5723731.0,6277762.0
2020-01-09,5836364.0,6167340.0
2020-01-10,5676173.0,6091002.0
2020-01-11,5201927.0,5313313.0
2020-01-12,4818277.0,5161582.0
2020-01-13,5733017.0,6146634.0
2020-01-14,6114319.0,6465491.0
2020-01-15,6248185.0,6340898.0
2020-01-16,6120393.0,6178029.0
2020-01-17,6043097.0,6181763.0
2020-01-18,5392165.0,5370244.0
2020-01-19,5109562.0,4914491.0
2020-01-20,6072373.0,6110779.0
2020-01-21,6196489.0,6373793.0
2020-01-22,6082083.0,6380682.0
2020-01-23,6069582.0,6345002.0
2020-01-24,6000064.0,6271816.0
2020-01-25,5213313.0,5424339.0
2020-01-26,4867069.0,4932927.0
2020-01-27,5905227.0,6191930.0
2020-01-28,6168464.0,6419790.0
2020-01-29,6169094.0,6584096.0
2020-01-30,6244114.0,6459081.0
2020-01-31,6131394.0,6262023.0
2020-02-01,5357516.0,5458811.0
2020-02-02,4853193.0,5007940.0
2020-02-03,5941413.0,6116304.0
2020-02-04,6099434.0,6421865.0
2020-02-05,6090975.0,6312492.0
2020-02-06,6147103.0,6333719.0
2020-02-07,5988805.0,6090605.0
2020-02-08,5231316.0,5330214.0
2020-02-09,5002542.0,5141495.0
2020-02-10,6032802.0,6346607.0
2020-02-11,6153654.0,6579897.0
2020-02-12,6204042.0,6544805.0
2020-02-13,6193691.0,6456307.0
2020-02-14,6058125.0,6085747.0
2020-02-15,5184410.0,5333031.0
2020-02-16,4924408.0,5151081.0
2020-02-17,5946681.0,6196567.0
2020-02-18,6117758.0,6393708.0
2020-02-19,6105202.0,6321176.0
2020-02-20,6147143.0,6234490.0
2020-02-21,5998843.0,6175785.0
2020-02-22,5292259.0,5466991.0
2020-02-23,4948869.0,5026182.0
2020-02-24,5798640.0,5899791.0
2020-02-25,6104160.0,6161204.0
2020-02-26,6117462.0,6149417.0
2020-02-27,5982227.0,6191891.0
2020-02-28,5942294.0,6133525.0
2020-02-29,5214152.0,5376318.0
2020-03-01,4884058.0,4919488.0
2020-03-02,5838496.0,5909025.0
2020-03-03,5966481.0,6004212.0
2020-03-04,5879465.0,6030885.0
2020-03-05,5922507.0,6061995.0
2020-03-06,5805464.0,6100079.0
2020-03-07,5178792.0,5174101.0
2020-03-08,4817286.0,4902137.0
2020-03-09,5723814.0,5812038.0
2020-03-10,5858018.0,6407381.0
2020-03-11,5973443.0,6213886.0
2020-03-12,6067644.0,6261708.0
2020-03-13,5934784.0,6146041.0
2020-03-14,5098857.0,5015142.0
2020-03-15,4787673.0,4866832.0
2020-03-16,5689172.0,5665594.0
2020-03-17,5901638.0,5781429.0
2020-03-18,5797292.0,5778790.0
2020-03-19,5897375.0,5555099.0
2020-03-20,5734939.0,5468495.0
2020-03-21,5021420.0,5013021.0
2020-03-22,4755185.0,4704562.0
2020-03-23,5755647.0,5538152.0
2020-03-24,5819067.0,5560177.0
2020-03-25,5809502.0,5539507.0
2020-03-26,5768238.0,5469551.0
2020-03-27,5557740.0,5308850.0
2020-03-28,4904877.0,4673258.0
2020-03-29,4467515.0,4524330.0
2020-03-30,5487365.0,5376011.0
2020-03-31,5628261.0,5404076.0
2020-04-01,5573808.0,5559508.0
2020-04-02,5514150.0,5539997.0
2020-04-03,5445718.0,5485523.0
2020-04-04,4699154.0,4569563.0
2020-04-05,4383438.0,4383565.0
2020-04-06,5323874.0,5157682.0
2020-04-07,5386896.0,5149684.0
2020-04-08,5302515.0,5073693.0
2020-04-09,5250767.0,5030250.0
2020-04-10,4291262.0,4141548.0
2020-04-11,4213377.0,4162236.0
2020-04-12,3826616.0,3959920.0
2020-04-13,4219725.0,4182280.0
2020-04-14,5230611.0,5001295.0
2020-04-15,5205950.0,5144470.0
2020-04-16,5117553.0,5132313.0
2020-04-17,5066503.0,4958090.0
2020-04-18,4316565.0,4366413.0
2020-04-19,3975705.0,4205195.0
2020-04-20,5061464.0,5161169.0
2020-04-21,5151915.0,5341792.0
2020-04-22,5263093.0,5261815.0
2020-04-23,5262541.0,5124120.0
2020-04-24,5156749.0,5039530.0
2020-04-25,4380341.0,4431502.0
2020-04-26,4127616.0,4102542.0
2020-04-27,5118019.0,4966875.0
2020-04-28,5320005.0,5120215.0
2020-04-29,5257871.0,5189294.0
2020-04-30,5266057.0,5157530.0
2020-05-01,4372125.0,4215903.0
2020-05-02,4465901.0,4298118.0
2020-05-03,4147993.0,4082947.0
2020-05-04,5162921.0,5076296.0
2020-05-05,5245297.0,5244940.0
2020-05-06,5258779.0,5233021.0
2020-05-07,5180074.0,5162619.0
2020-05-08,5096448.0,4977916.0
2020-05-09,4368829.0,4296292.0
2020-05-10,4054777.0,4072616.0
2020-05-11,5021829.0,5362171.0
2020-05-12,5266451.0,5337324.0
2020-05-13,5284439.0,5242131.0
2020-05-14,5246909.0,5247603.0
2020-05-15,5091310.0,5218455.0
2020-05-16,4402383.0,4515649.0
2020-05-17,4053930.0,4205462.0
2020-05-18,5159882.0,5133118.0
2020-05-19,5229472.0,5234947.0
2020-05-20,5174653.0,4997292.0
2020-05-21,4172355.0,4080105.0
2020-05-22,4966241.0,4631386.0
2020-05-23,4448781.0,4439546.0
2020-05-24,4075629.0,4225722.0
2020-05-25,5125112.0,5176352.0
2020-05-26,5184986.0,5117392.0
2020-05-27,5124865.0,5189669.0
2020-05-28,5105719.0,5182519.0
2020-05-29,4990794.0,4940989.0
2020-05-30,4351078.0,4305889.0
2020-05-31,3822634.0,3992845.0
2020-06-01,4035969.0,3936806.0
2020-06-02,5001831.0,5017864.0
2020-06-03,5069086.0,5181219.0
2020-06-04,5174958.0,5327564.0
2020-06-05,5135850.0,5239649.0
2020-06-06,4437287.0,4585084.0
2020-06-07,4057736.0,4150302.0
2020-06-08,5087253.0,5029296.0
2020-06-09,5148263.0,5177189.0
2020-06-10,5127147.0,5163471.0
2020-06-11,4460158.0,4554182.0
2020-06-12,4822412.0,4765428.0
2020-06-13,4382414.0,4405378.0
2020-06-14,4049830.0,4185018.0
2020-06-15,5022963.0,5059691.0
2020-06-16,5149209.0,5198482.0
2020-06-17,5118890.0,5208556.0
2020-06-18,5192116.0,5235780.0
2020-06-19,5222324.0,5041119.0
2020-06-20,4419927.0,4387915.0
2020-06-21,4100911.0,4040972.0
2020-06-22,5042568.0,5108693.0
2020-06-23,5073347.0,5220593.0
2020-06-24,5136252.0,5190472.0
2020-06-25,5207457.0,5277371.0
2020-06-26,5066501.0,5109042.0
2020-06-27,4373005.0,4395868.0
2020-06-28,4003368.0,4099152.0
2020-06-29,4986987.0,5114315.0
2020-06-30,5208498.0,5382257.0
2020-07-01,5173273.0,5375151.0
2020-07-02,5178828.0,5305796.0
2020-07-03,5099963.0,5093921.0
2020-07-04,4413739.0,4586787.0
2020-07-05,4049376.0,4368329.0
2020-07-06,5039814.0,5400378.0
2020-07-07,5122321.0,5395794.0
2020-07-08,5271537.0,5367076.0
2020-07-09,5181225.0,5369617.0
2020-07-10,5185335.0,5222019.0
2020-07-11,4346125.0,4427327.0
2020-07-12,4032937.0,4035731.0
2020-07-13,5032668.0,5013993.0
2020-07-14,5217586.0,5224707.0
2020-07-15,5212329.0,5284919.0
2020-07-16,5271176.0,5296598.0
2020-07-17,5102844.0,5073115.0
2020-07-18,4327050.0,4261427.0
2020-07-19,3942130.0,3950831.0
2020-07-20,5062233.0,5035692.0
2020-07-21,5165610.0,5168257.0
2020-07-22,5127649.0,5200077.0
2020-07-23,5107085.0,5137369.0
2020-07-24,5021626.0,5105231.0
2020-07-25,4299009.0,4282108.0
2020-07-26,4001660.0,4054167.0
2020-07-27,5007042.0,4985256.0
2020-07-28,5186357.0,5347374.0
2020-07-29,5149153.0,5262047.0
2020-07-30,5112914.0,5167217.0
2020-07-31,4993313.0,5026377.0
2020-08-01,4303404.0,4415014.0
2020-08-02,4005549.0,4050380.0
2020-08-03,4952583.0,4954022.0
2020-08-04,5091992.0,5040093.0
2020-08-05,5008426.0,5125509.0
2020-08-06,4977246.0,5124534.0
2020-08-07,4917627.0,5078135.0
2020-08-08,4261832.0,4426515.0
2020-08-09,3976112.0,4143864.0
2020-08-10,4956511.0,5276069.0
2020-08-11,5123694.0,5533584.0
2020-08-12,5288424.0,5478976.0
2020-08-13,5297707.0,5446197.0
2020-08-14,5205303.0,5247272.0
2020-08-15,4399953.0,4383239.0
2020-08-16,3956616.0,4151392.0
2020-08-17,4972309.0,5226131.0
2020-08-18,5194844.0,5309142.0
2020-08-19,5216205.0,5284594.0
2020-08-20,5223881.0,5388000.0
2020-08-21,5162841.0,5402214.0
2020-08-22,4442886.0,4587569.0
2020-08-23,4054442.0,4255374.0
2020-08-24,5117694.0,5188922.0
2020-08-25,5203623.0,5366600.0
2020-08-26,5305838.0,5685553.0
2020-08-27,5232129.0,5427961.0
2020-08-28,5295965.0,5250500.0
2020-08-29,4336325.0,4442981.0
2020-08-30,4024599.0,4102550.0
2020-08-31,5056526.0,5230678.0
2020-09-01,5181184.0,5367660.0
2020-09-02,5171390.0,5390169.0
2020-09-03,5217478.0,5441181.0
2020-09-04,5110064.0,5323794.0
2020-09-05,4404785.0,4519763.0
2020-09-06,3984766.0,4188460.0
2020-09-07,5035630.0,5241706.0
2020-09-08,5191523.0,5548881.0
2020-09-09,5171712.0,5583504.0
2020-09-10,5164809.0,5489626.0
2020-09-11,5106862.0,5258357.0
2020-09-12,4331983.0,4623123.0
2020-09-13,4045473.0,4238314.0
2020-09-14,5022792.0,5279949.0
2020-09-15,5184402.0,5474169.0
2020-09-16,5226637.0,5583767.0
2020-09-17,5261547.0,5523831.0
2020-09-18,5273967.0,5297988.0
2020-09-19,4470928.0,4502881.0
2020-09-20,4078509.0,4138825.0
2020-09-21,5050945.0,5244769.0
2020-09-22,5223004.0,5425212.0
2020-09-23,5327507.0,5479783.0
2020-09-24,5401651.0,5543052.0
2020-09-25,5345667.0,5402873.0
2020-09-26,4588629.0,4755937.0
2020-09-27,4244586.0,4363802.0
2020-09-28,5282441.0,5400563.0
2020-09-29,5412108.0,5545184.0
2020-09-30,5462915.0,5527132.0
2020-10-01,5514748.0,5638753.0
2020-10-02,5480336.0,5592897.0
2020-10-03,4222107.0,4685032.0
2020-10-04,4223474.0,4500710.0
2020-10-05,5348043.0,5652349.0
2020-10-06,5589183.0,5921561.0
2020-10-07,5683785.0,5838012.0
2020-10-08,5623345.0,5984523.0
2020-10-09,5541927.0,5629953.0
2020-10-10,4851670.0,4892173.0
2020-10-11,4365293.0,4567336.0
2020-10-12,5496928.0,5579852.0
2020-10-13,5702405.0,5701026.0
2020-10-14,5722799.0,6021753.0
2020-10-15,5816374.0,5993965.0
2020-10-16,5679685.0,5671919.0
2020-10-17,4862359.0,4801614.0
2020-10-18,4522496.0,4661415.0
2020-10-19,5467589.0,5638648.0
2020-10-20,5519459.0,5890752.0
2020-10-21,5564245.0,5941872.0
2020-10-22,5753097.0,5953204.0
2020-10-23,5711077.0,5730356.0
2020-10-24,4879756.0,4997827.0
2020-10-25,4683615.0,4904129.0
2020-10-26,5591485.0,5731721.0
2020-10-27,5781187.0,5991031.0
2020-10-28,5773468.0,6044442.0
2020-10-29,5832950.0,6064842.0
2020-10-30,5800748.0,5834653.0
2020-10-31,4655398.0,4755273.0
2020-11-01,4578608.0,4712953.0
2020-11-02,5623755.0,5907244.0
2020-11-03,5789077.0,5910360.0
2020-11-04,5848158.0,5994548.0
2020-11-05,5790703.0,6015465.0
2020-11-06,5698639.0,5790830.0
2020-11-07,4952364.0,4919118.0
2020-11-08,4635450.0,4567628.0
2020-11-09,5690382.0,5698116.0
2020-11-10,5882835.0,5891394.0
2020-11-11,5798871.0,5921473.0
2020-11-12,5823531.0,5984969.0
2020-11-13,5692899.0,5812854.0
2020-11-14,4948194.0,4939917.0
2020-11-15,4608274.0,4808575.0
2020-11-16,5708723.0,5948165.0
2020-11-17,5805419.0,6118845.0
2020-11-18,5867088.0,6009664.0
2020-11-19,5939387.0,6236724.0
2020-11-20,5846062.0,5978018.0
2020-11-21,5082891.0,5351944.0
2020-11-22,4684042.0,5032040.0
2020-11-23,5745648.0,6092756.0
2020-11-24,5878846.0,6257745.0
2020-11-25,5875959.0,6212000.0
2020-11-26,5870161.0,6198902.0
2020-11-27,5770061.0,5992960.0
2020-11-28,4985776.0,5285396.0
2020-11-29,4751316.0,4976723.0
2020-11-30,5763073.0,6209639.0
2020-12-01,5903870.0,6271499.0
2020-12-02,5944098.0,6265739.0
2020-12-03,6060567.0,6539969.0
2020-12-04,6015158.0,6353020.0
2020-12-05,5290628.0,5324142.0
2020-12-06,4766176.0,5025611.0
2020-12-07,5824144.0,6267596.0
2020-12-08,5993615.0,6194655.0
2020-12-09,6018996.0,6294304.0
2020-12-10,5965947.0,6293646.0
2020-12-11,5859671.0,6311124.0
2020-12-12,5075457.0,5369215.0
2020-12-13,4712836.0,4898531.0
2020-12-14,5847496.0,6072610.0
2020-12-15,5980112.0,6161992.0
2020-12-16,5948272.0,6025400.0
2020-12-17,5844824.0,6074951.0
2020-12-18,5737130.0,5835868.0
2020-12-19,5053331.0,5146705.0
2020-12-20,4630183.0,4774228.0
2020-12-21,5462169.0,5480027.0
2020-12-22,5468782.0,5544361.0
2020-12-23,5294593.0,5096497.0
2020-12-24,4743243.0,4643179.0
2020-12-25,4254357.0,4383272.0
2020-12-26,4039643.0,4554569.0
2020-12-27,4331350.0,4940776.0
2020-12-28,4996182.0,4966848.0
2020-12-29,5098496.0,4973304.0
2020-12-30,4910156.0,5051976.0
2020-12-31,4527222.0,4712162.0
